Date,Close
2024-05-23,18.085550900936216
2024-05-24,17.916778284807734
2024-05-27,17.429012708476755
2024-05-28,17.800942541310363
2024-05-29,18.02493890725591
2024-05-30,17.858935670424092
2024-05-31,18.0568260470127
2024-06-03,18.085469695810808
2024-06-04,17.54629780421916
2024-06-05,17.667990075990318
2024-06-06,17.128812210789516
2024-06-07,17.774922911734553
2024-06-10,17.471968658201444
2024-06-11,17.240891759382833
2024-06-12,17.568684234345163
2024-06-13,17.23904486887943
2024-06-14,17.223570232269385
2024-06-17,17.160558953382278
2024-06-18,16.856094942740373
2024-06-19,16.889332727254185
2024-06-20,16.93175542714916
2024-06-21,16.983955741507792
2024-06-24,16.59954070093513
2024-06-25,16.451502697370564
2024-06-26,16.63499505833701
2024-06-27,16.270565455695902
2024-06-28,16.846380237543702
2024-07-01,16.631439588475704
2024-07-02,16.202906548389578
2024-07-03,16.49243790026923
2024-07-04,16.358098464109283
2024-07-05,16.30475997829571
2024-07-08,16.052077256827758
2024-07-09,16.282575928023256
2024-07-10,16.28156179493289
2024-07-11,16.391234926528924
2024-07-12,16.084076973099513
2024-07-15,16.10508401401184
2024-07-16,16.04777348543831
2024-07-17,15.644548859762448
2024-07-18,16.2777928169559
2024-07-19,15.905107171305872
2024-07-22,15.758577600595284
2024-07-23,16.000239641145512
2024-07-24,15.958322295293808
2024-07-25,16.187219226129063
2024-07-26,16.109778693230343
2024-07-29,16.223474623980653
2024-07-30,16.108883726055627
2024-07-31,15.971179377662379
2024-08-01,16.473103660149405
2024-08-02,16.101470119842553
2024-08-05,16.252669719951204
2024-08-06,16.398599369666098
2024-08-07,16.341474997502118
2024-08-08,16.643783091407514
2024-08-09,16.870023360090357
2024-08-12,16.958770348367864
2024-08-13,16.89112848424045
2024-08-14,16.533297577464527
2024-08-15,16.956571566481312
2024-08-16,16.75790391500229
2024-08-19,17.159466779624232
2024-08-20,17.089244045366144
2024-08-21,17.125324336550108
2024-08-22,17.307333099706216
2024-08-23,17.145640986481673
2024-08-26,17.45723662407583
2024-08-27,17.754787313721625
2024-08-28,17.404558833674397
2024-08-29,17.63064324639573
2024-08-30,17.854944007432078
2024-09-02,17.688631486531342
2024-09-03,17.781772820719816
2024-09-04,17.567200361493956
2024-09-05,17.63849675453525
2024-09-06,17.82966339993159
2024-09-09,17.86464426540786
2024-09-10,18.11093768482171
2024-09-11,18.181255255720743
2024-09-12,17.883687741421763
2024-09-13,17.801702354359556
2024-09-16,17.87947055980165
2024-09-17,17.356786772244995
2024-09-18,17.960175625814497
2024-09-19,17.804980533690163
2024-09-20,18.023890236234568
2024-09-23,17.758332659857427
2024-09-24,18.022527924297492
2024-09-25,18.02075817834374
2024-09-26,18.02136640375754
2024-09-27,17.879779841774543
2024-09-30,17.712255000370476
2024-10-01,17.700622761695268
2024-10-02,17.794360060998294
2024-10-03,17.78639759617506
2024-10-04,17.236383026810042
2024-10-07,17.355272818444732
2024-10-08,17.324758005795392
2024-10-09,17.334171386849803
2024-10-10,16.851278640262677
2024-10-11,17.211051853886918
2024-10-14,17.08745876064765
2024-10-15,16.894473182485857
2024-10-16,16.718872904415637
2024-10-17,16.903191615813196
2024-10-18,16.59416522023951
2024-10-21,16.935472327755054
2024-10-22,16.46541988282951
2024-10-23,16.44765178719025
2024-10-24,16.08616705491087
2024-10-25,16.297071530402093
2024-10-28,16.519915100611247
2024-10-29,16.516902534766253
2024-10-30,16.20142263131107
2024-10-31,16.243625451562202
2024-11-01,16.28137427718229
2024-11-04,16.132933254584437
2024-11-05,16.218749024541196
2024-11-06,15.8113674101733
2024-11-07,15.960817337226574
2024-11-08,15.712535189752833
2024-11-11,15.588273376294218
2024-11-12,15.785832785073756
2024-11-13,15.939544533925908
2024-11-14,16.169958113705736
2024-11-15,15.999429263416026
2024-11-18,16.285712060676765
2024-11-19,16.125292536200543
2024-11-20,16.361366702776348
2024-11-21,16.535848416434956
2024-11-22,16.111796649408767
2024-11-25,15.935857929582262
2024-11-26,16.58573997118435
2024-11-27,16.520224137014342
2024-11-28,16.261954725152854
2024-11-29,16.353669210763634
2024-12-02,16.236455122380207
2024-12-03,16.406416477937118
2024-12-04,16.577889331845995
2024-12-05,16.8586504154075
2024-12-06,16.90142369529675
2024-12-09,17.0724819422766
2024-12-10,16.946167304834667
2024-12-11,17.117880804393295
2024-12-12,17.139908153752344
2024-12-13,17.78680662770676
2024-12-16,17.079075544293115
2024-12-17,17.475973487593254
2024-12-18,17.7069896773651
2024-12-19,17.572555191840603
2024-12-20,17.806720255092404
2024-12-23,17.62628321862366
2024-12-24,17.130820461436095
2024-12-25,17.867574093067176
2024-12-26,17.636185831331087
2024-12-27,18.03149604255082
2024-12-30,17.32887211017747
2024-12-31,17.71353538663109
